x,y,z
45.492210335633374,501.81436904013924,b
43.29891336380188,510.7056432447421,b
45.56138007266803,449.9133245598295,b
15.301566405947852,501.8471331845565,b
-1.4532790893925949,452.1338402326295,b
11.83648512411222,449.0935283401375,b
28.066382500614775,471.82557050612354,b
32.33593810433202,475.497695695712,b
-9.667126321982082,428.29404387251486,b
23.687850808277275,452.6412589223496,b
39.4186082919926,470.16490897026864,b
23.775005734370538,457.2884918432671,b
0.8120300671502036,455.19705701857464,b
7.012736950617928,431.0423147891771,b
56.16525784828217,512.4906037715758,b
63.29475272996601,521.9179702639874,b
82.49408445360291,475.5688539121797,b
54.123933126362886,448.4245738338311,b
58.9415266268626,435.33663914775246,b
-9.163107195912318,469.3902669869114,b
19.01533206050022,484.512909004656,b
38.632013267741954,435.52708338038235,b
10.136625491041872,483.4294939139438,b
46.77810189516083,483.4239065014654,b
55.554075136749525,455.52670366791705,b
69.22538946429475,445.0874421777939,b
15.155775172904473,457.8960840582425,b
55.761305672434666,479.04372435914587,b
77.60066342635176,554.0335555592499,b
56.78156915854797,509.66942024984667,b
-20.286423345617543,481.160868913625,b
51.479689561553975,515.5994759676463,b
7.396219590913013,480.3764012778955,b
-5.692146294221356,504.40449710203876,b
26.010947756683958,466.46327654743334,b
13.492493721424868,495.0735607789409,b
38.61402188792091,490.4084322385407,b
46.08018023333459,479.3011434051134,b
70.70362516699682,485.4297606502721,b
117.07253465295148,468.5479164039619,b
77.49516478532513,490.15883248779437,b
34.656023362703614,493.5333972812907,b
72.58065378164126,466.44706898954536,b
62.60443898378665,486.03567404007805,b
100.0921869192444,465.08103466289305,b
52.48985472038591,473.51892260191346,b
76.14528692486584,473.8303612714816,b
67.37497668983184,466.42230763782084,b
10.814069580986484,517.1898775564597,b
71.17514097169669,510.1293759623698,b
59.51621570593777,492.04233808139975,b
18.49754597517348,395.18466877702934,b
10.735797163604254,437.93688678355795,b
34.225691151072155,512.8429344382583,b
66.22665917316918,467.7159291792342,b
33.422870462471835,440.9348029098813,b
18.097885386279653,439.59174977789417,b
14.045987740436995,452.41160074962113,b
-21.848153264299796,471.74294487250677,b
30.98176870735484,438.6199011001115,b
2.7854996817211273,418.7693525414131,b
-0.1773162741145793,450.83277056621296,b
22.371149245920066,447.10457641574567,b
8.989274639490969,450.80983958367483,b
57.257492091416694,486.815769871956,b
59.60333632402742,482.8314514711417,b
23.544276145538536,496.82522064681336,b
3.557318826272521,476.2219825128772,b
56.40269125803351,460.5844738807058,b
120.60458364965571,465.3494438319007,b
96.04195950768398,477.42335252458815,b
-21.61991990231744,469.6687231189793,b
54.79603202870347,490.4375751268575,b
81.80244216340435,454.092614427088,b
71.35794430400965,473.01200199788434,b
71.86555111436044,450.15116277992763,b
56.412860237258364,475.22195752264884,b
28.26054979824363,436.12495334791595,b
50.02150298366318,503.34926867222117,b
45.066641634573436,524.1606336332458,b
26.219635946628514,453.2585753965091,b
45.71826345948778,450.3323958384142,b
9.25646693594448,421.19912052821945,b
19.58306098234712,479.0449110407435,b
46.29274601699244,500.345095092292,b
-2.3076425342871474,449.81368414054464,b
36.30802154823167,473.9227538574759,b
27.99326362263739,476.56994435537433,b
14.28707663289807,507.7183657630489,b
-19.50747170755978,467.0525970558663,b
36.65698614795342,477.6101147747702,b
8.360231059196373,428.8359828575069,b
0.5327392132208075,441.6863544985198,b
47.109996809014106,477.2768477452232,b
22.501907410339943,474.9966556110453,b
35.82843457437065,453.1651005689135,b
76.13072913735755,465.79215125602315,b
76.34020413317454,469.68662425858025,b
97.25355003713753,529.7362999955548,b
84.11048588436789,489.50636495710756,b
64.24036875083658,490.4797718716163,b
15.117876340009754,417.75111235077475,b
39.19770858967492,412.3488495365195,b
724.8472335483499,13.970938358664853,b
620.2049245725145,31.310447102254045,b
669.0693385044967,80.50032478293258,b
690.660006873732,20.145701854020274,b
681.0494808591159,79.52437293499099,b
709.3760722643854,39.38552999540764,b
694.1397285299975,49.16045166836261,b
684.4676230143201,39.90233197633847,b
715.4205859521933,30.297077374790547,b
676.6826098906658,12.97291967029065,b
683.1431429020973,-32.64819070664964,b
677.8879715216476,39.75730453761429,b
742.0902593180564,43.78916784793404,b
718.3394582781485,50.48288584729431,b
748.7048132566035,35.3622999726058,b
680.3809619924871,9.405452968446355,b
656.1210343930471,18.269392713895627,b
597.7499068903234,-2.254631268520143,b
664.2628594033532,62.66266575887943,b
663.0882065973931,33.848828341404385,b
693.9760232422261,36.75074439870173,b
696.6620868719288,78.77197582084722,b
721.1123482232211,32.622723033624425,b
659.1207824637595,54.12469128222568,b
645.6298662251866,22.150498403667257,b
712.4538536947368,-34.23059426150189,b
675.1365868879514,57.31359314350675,b
687.2909481009857,50.02564756437471,b
681.4080640671538,20.72423410605535,b
736.1741998173813,46.214906902945415,b
733.8445676396493,-9.41065388411755,b
704.5345031630892,-24.074899753561567,b
698.9061042417256,34.84806543077383,b
669.0468582796115,-7.244012786818814,b
646.4238585105304,-15.221512820710132,b
685.0238438034786,81.019257522114,b
657.0077948502686,81.33150538853363,b
710.3790004157794,68.20361072192458,b
718.4793089894268,63.08598951060844,b
703.986770588072,62.63577306232537,b
675.8695767038045,62.19788156433998,b
731.4473758807194,38.3610719458988,b
655.9006907888502,102.6011201275648,b
729.6170088332176,62.838399791368886,b
738.8035810168685,95.5379048565062,b
717.7868162218326,72.31531997430477,b
701.3847830484737,72.5177147016592,b
731.7626153824359,56.8172445994166,b
731.1516369347829,35.20301842055437,b
750.9015967943161,91.85446441474926,b
703.9331475303469,58.96946950430117,b
716.1131324824961,66.03384802970481,b
705.9452639554635,43.94411667424657,b
689.7367135802315,39.92210770665383,b
697.9716604594362,-25.341553529376938,b
683.019477339028,27.103449182889904,b
745.119049308521,10.459747006138628,b
713.4368799587427,10.155498514651697,b
715.1534611808979,36.79758981169408,b
668.3318832476351,69.15281881297409,b
673.1863356598715,44.3431646668339,b
693.9678714925733,33.43359571802449,b
672.8092043573434,42.49921726233691,b
718.5677090557705,19.832293565488442,b
722.0410359782067,26.795499022571164,b
722.5213154818498,23.81612458631679,b
672.1086785945123,5.163959448827882,b
712.3452984331286,35.23477736470568,b
635.0848533031975,3.452149178780701,b
603.7755048084834,34.8260410185045,b
635.9673965809744,63.78632455547711,b
660.1046483296509,37.89009259016683,b
605.2601583747721,56.320487905527045,b
617.6011203540285,-20.785253352865084,b
685.5627671165352,10.526606399296895,b
664.5096041655512,4.639012545689809,b
659.1083684183034,45.391847130731946,b
692.7430705207488,57.95549883475053,b
700.3047146093107,22.726903951628913,b
699.746226640755,47.382670069754056,b
700.2473871867923,33.22364114492717,b
659.2354314722179,65.58326786176286,b
645.2128487228445,75.49325035894759,b
658.06692966841,42.44875461374983,b
680.2257094617371,39.37051742817346,b
657.1548773380653,49.14013541842519,b
598.5070457269865,29.61409859233936,b
655.0254840472577,51.32724004280061,b
675.144961761507,-0.04676860537904304,b
683.5128543639901,33.404074915042486,b
665.709238684331,24.754396677446948,b
681.0969748121383,32.79228002522228,b
660.5774645676274,55.1954568484378,b
617.5118295576631,75.4476228329687,b
682.9366021882984,59.88911741729771,b
638.8309388821865,80.13836104689545,b
668.4397366572911,83.94400366854427,b
620.1077018368105,66.01457570526208,b
701.1588843541906,38.563842910603455,b
625.2585800021773,15.667726033794509,b
632.0210863463777,23.04123264349124,b
575.9087789950536,65.38778953878455,b
609.5751833473995,20.68149079283819,b
653.4038193199426,35.49602523391553,b
656.0367817533853,11.423662664715494,b
669.6583710921359,18.933533091454535,b
704.7984178089262,54.19144480812503,b
724.0260356026635,37.31122624063602,b
728.9094764091196,77.05637919369877,b
708.9049940525811,46.87208137868464,b
725.524310584021,-17.79589846121644,b
704.1989523319204,53.083040650935516,b
668.6707244685385,50.42581753611796,b
708.1953268551586,69.5105275922752,b
715.0766282624134,85.83987423956137,b
730.4207313849405,42.404651187302875,b
680.4179075274898,45.404998125497,b
686.0420629660018,44.587319288301444,b
707.6196777795706,64.11437947077576,b
636.3946287546739,40.72657386015925,b
648.298178021083,23.118899043030126,b
643.2304981751976,53.147542446892885,b
661.440167767794,14.040787021611663,b
667.783887935748,41.745622263112125,b
698.073131160458,56.968226599236345,b
667.8430092170347,36.520543144199564,b
650.9286446379532,34.871554994763244,b
692.1314930830072,86.29252080286722,b
706.4177787404923,71.11457074232482,b
703.251685141499,62.119511109877635,b
657.4016492846856,28.25010605473517,b
616.7095511593831,67.6768510361685,b
713.9084635386813,46.7031265146652,b
670.9008465438692,81.85157996969144,b
688.8194308400753,28.09593471311348,b
638.4606422830062,2.4300206586742092,b
621.7309192978813,23.047902533618412,b
624.6288714932783,-10.62305255132759,b
669.5426106995043,32.17142299211889,b
653.3031380130319,75.99159402614339,b
667.7724214817687,11.660448725626281,b
729.2810696063037,-9.945529685923873,b
713.8621730795918,-0.4641587702672041,b
68.43089730593348,461.2410756993942,b
87.56297033965882,434.84335758985037,b
71.3116108885582,427.35448916257957,b
73.03912912735721,426.76182688849224,b
52.322862056761124,479.2622647143454,b
45.24614119550476,480.1860889960584,b
27.308955805542322,440.28555076673905,b
25.766427383194443,425.0137728375007,b
19.304398307182577,502.15509650607015,b
53.16186437942123,446.63584006368956,b
80.78964189448237,437.35293261681244,b
80.31567686261074,460.9735039423232,b
21.988759540537643,505.4892134982818,b
16.34242688811635,427.66831610132556,b
65.8465437173446,447.162820676807,b
45.67532523286617,477.8351208824947,b
53.55711745877525,56.98986009141686,c
59.3788578541265,2.328168234342172,c
35.5758046210553,28.53162085077821,c
45.354837741760065,-21.48618406983269,c
-9.720495290493261,-2.716210441078772,c
17.373468034203785,69.63298245858488,c
20.374445231837203,77.37836470625632,c
56.73069845397025,29.605941145598877,c
-22.83133717496242,14.655596222758675,c
-28.62578557039729,-13.913025099366678,c
106.5964688258433,28.848735096515895,c
-10.670484535130889,33.287316657750296,c
23.671721003049054,73.30655758239675,c
-28.543349099121478,75.42522841042819,c
-9.385308027582546,90.29820759304823,c
25.525834382662648,88.6896287344814,c
61.291447167694976,121.0622831518084,c
75.36770760294223,74.25122310271433,c
101.1638623211006,49.55960588551096,c
-6.90314561009534,106.07950420321907,c
49.32183455687256,114.04137445238268,c
-9.444952965485715,73.33076256191703,c
42.978941175705984,49.11489710591263,c
54.918587288088695,30.958137407006916,c
-14.242193063764738,34.73673906830766,c
7.599935013276367,-0.19856511290146273,c
21.62453778218846,43.70856165824836,c
-5.842648112857724,46.02296599980116,c
7.63096419369759,64.62763938435273,c
16.78379434683801,73.29448541574237,c
45.470853747203265,56.707259586014686,c
51.65607796699973,54.557655727457075,c
17.896827253073333,-4.131282997739277,c
5.681927801057121,8.470766638096904,c
49.27948377134038,41.94533998025389,c
26.156114156786305,45.73287196001263,c
53.87250144367684,54.423619024159166,c
86.40561075795426,21.596069706644812,c
70.63191645244807,42.15923504034163,c
7.555369792221054,-4.721837537765964,c
28.335988816679702,20.974898175794806,c
5.6921263841430845,43.60836253274175,c
17.990407178169363,18.09173712197628,c
-21.81811602770226,-21.497409667602938,c
6.6740923625518285,7.483892905197706,c
63.96231120177886,11.508017666213675,c
28.024877969736828,32.70376067496221,c
50.95765560765544,59.89809028315909,c
2.581990468326172,1.2900986551073856,c
58.43318065721739,72.27618250271274,c
3.2227224113872097,106.75052778964567,c
106.74037313437412,30.952037909685146,c
61.05436905178343,57.65518095864951,c
31.148788793095164,95.88496554965445,c
43.93186654970454,48.99165300462755,c
48.36510411533702,61.800248413380075,c
-12.459057534058978,93.24882535535647,c
33.20943787672232,76.97603109074674,c
55.697731458249834,104.83884561972701,c
33.07342219709189,112.7591934212038,c
52.53412666428095,34.31605938291182,c
12.078947763737926,40.32361677458857,c
-12.391339228446547,63.16083827902173,c
63.53171759512637,22.381120992400497,c
49.06279631490429,67.93388051426905,c
88.49817181349917,50.3404783453862,c
-10.368672161422758,64.50437228731136,c
62.30393968178416,37.69917297447029,c
-3.7473000965175203,14.418871795187613,c
47.39016497090051,30.365992592684393,c
51.96717962985881,30.818980252115693,c
80.89295250475384,77.53482952147169,c
19.417479673792933,38.09976384839774,c
-6.47690666212543,55.28813520136646,c
-22.841697975989376,18.10024522110723,c
27.670868795106678,86.63653347975526,c
44.46728632876683,116.72822026196775,c
-14.43956286700136,62.93509576160818,c
9.493389639056767,113.12197716415454,c
7.2730253777176825,6.800542907475688,c
3.563384612935888,4.04894065897679,c
33.109891832535496,62.94613037443696,c
35.63982537758599,0.5406492529274374,c
5.644878544865783,44.600013041621025,c
57.36894581335355,46.28321218674614,c
31.699292589562116,36.64265379347495,c
53.08777943884927,31.965076699075667,c
24.738323110955463,12.26372383746866,c
23.385894461249098,-5.213297943436828,c
81.74768138169496,18.190557972446925,c
65.33644978118274,5.11574671240669,c
98.12081961127254,-3.946581129231049,c
85.85187346364782,18.226094906950607,c
93.39292778282106,6.553579313773184,c
78.39437408295056,21.668240100831156,c
57.72643599696205,12.730257884206083,c
68.23692593585504,12.446801112791263,c
99.75486778899405,72.68637768277978,c
103.27890490421,31.739642076936036,c
58.414047448933886,19.759448768544644,c
32.16308879831844,52.77674913999999,c
50.657263166183654,34.37203364563641,c
77.16977430119968,82.79660533952028,c
60.54083802053378,97.63580286906591,c
108.58402439660176,71.20255039199543,c
92.72023918546455,76.1166682522869,c
16.49862807657508,57.43604523000943,c
58.9037137903962,76.95651378592879,c
55.17983901205513,144.40582843312058,c
14.445195595811658,78.63206860539862,c
74.10327469377049,65.58658070202142,c
22.413086233880257,75.39472979297841,c
31.603773365261063,54.43088914844725,c
-7.194503751890192,62.25724182636992,c
65.39456634313235,13.310282341617494,c
2.9872874600227934,80.05398622297298,c
11.615461895994121,63.34320533625487,c
721.0980174603252,514.7084950737332,c
735.927934279322,509.5636806164811,c
680.4775411590863,445.09865290868316,c
692.920329095636,474.1644520859412,c
700.0452527019174,498.2106345252422,c
669.0770791740345,475.62614157950327,c
709.4611831367135,451.76908453900893,c
712.3389169002518,484.81044922106287,c
745.2110176838881,452.92889822738124,c
707.057780118826,476.5102250250306,c
691.0536994936981,513.041659950056,c
678.5667493763784,467.4380872296166,c
656.3383965735882,491.9126370262141,c
652.833900374098,476.7417624043205,c
699.653009135887,476.4274825403931,c
651.8606242626,483.5395632657196,c
653.4217996802973,516.0544172995053,c
677.1476762374613,443.2350344117604,c
633.2706637684784,531.9084579874043,c
627.0329840574019,486.8374695216,c
589.2262612455442,483.4826943288024,c
597.474288721783,487.4803471296658,c
650.6332011868711,507.28776523597213,c
703.5512907197649,474.12415785166695,c
663.366285260305,486.9833100633788,c
623.9506685557717,440.2019777286689,c
588.3780660128152,459.4445807734122,c
628.8182448715673,440.49647946868714,c
624.7621558347762,504.34733468368296,c
