x,y,z
73.39259214337469,432.5869370133849,a
66.50701865548571,441.5009461308349,a
56.23760551107368,425.5366291682039,a
113.9970459690809,410.6880107973384,a
52.85587070175471,420.5386564143398,a
78.32821904149915,446.090614264361,a
34.701145999570784,443.29471472533396,a
35.445632050337395,386.2701252998601,a
83.05930022283046,416.39182883994624,a
83.25176047294647,407.91852656172176,a
119.58157017108005,439.9463305330444,a
55.19873945534885,410.40651251451584,a
32.18343277788272,453.34261707084346,a
39.92142310489432,426.67431931439967,a
73.12952710342438,346.9867580159181,a
54.245333655931006,401.1361942392895,a
115.15734016561913,355.76515941455824,a
91.47641475886786,451.3065957341122,a
52.52701109418861,398.6595247969516,a
46.13529542321902,289.30898195602134,a
92.68090793559433,346.90700970532157,a
57.008340787744444,396.74370087054103,a
87.92987096958562,357.0450943589457,a
125.02521144900416,344.4075834026881,a
95.65975680235687,346.4566440015816,a
78.49654096023936,389.8427175947391,a
97.11002061506558,322.6943193677945,a
53.31492015536509,353.84194421980345,a
85.85875611015257,328.98418604081417,a
81.65033597401127,257.42317551797674,a
26.3063781027628,278.31305912112447,a
28.946213375212764,305.2355524228457,a
101.37645371665346,217.05087127275436,a
82.8654329646539,255.5572061091785,a
80.386279639136,258.0714705396787,a
75.64672106541258,260.70624303257466,a
52.50703575109294,207.6052485061146,a
81.4223240610187,277.5213421462204,a
60.02796729918338,236.30671449745108,a
74.41265768058173,178.10850214422544,a
61.19198907790975,212.18555996763763,a
42.00351169921492,191.18286402819456,a
49.340085375359195,193.70242145340814,a
13.365119057694216,231.5128901378077,a
44.250182909974995,187.47212139416655,a
80.20603876136857,214.6651672538216,a
93.52029251527443,275.6838436529997,a
49.37172985884239,280.39828914886726,a
82.5416418396556,269.3954552963919,a
78.2477622460248,298.45685089869755,a
82.36468097037985,282.5458733287579,a
28.179471114906548,288.1982696904866,a
45.65888123886038,307.4859124393633,a
57.74693268325791,281.759475793916,a
49.38901259903527,261.23721072983494,a
39.15701024968652,288.05119192245866,a
49.590666617982905,253.20568984895368,a
62.88669172610389,294.12779586046383,a
60.79687633111947,344.6143864212954,a
45.24327197764811,262.4822062588036,a
57.072270908531834,288.13965503603305,a
31.524471981144842,319.9855965668771,a
67.45852946922034,226.12227629651625,a
74.78213672585754,286.3320682886048,a
76.33518008492615,203.75698815034843,a
65.65622732723995,262.4844343239221,a
50.540786762976154,199.38158139336787,a
28.026580742129447,235.36223803814255,a
86.27442265470583,190.2414000035202,a
23.035232225686887,242.19069985487266,a
25.00495170251616,206.0873025339601,a
33.35121421483052,195.56782706582084,a
69.06686935454644,181.20614379542798,a
64.80074843543892,211.43152401807987,a
35.62656080162802,181.9850056057412,a
46.830042309710784,210.9508690156551,a
18.591640326548713,196.0655822456912,a
45.253381810084655,172.08057910459576,a
78.15785077552486,447.6342109743982,a
103.92439753162597,418.7054966718246,a
97.42697586833751,407.1070941964918,a
103.33695848293276,386.538615515243,a
109.34248872578142,390.4235351386172,a
78.92268765527524,420.2765761980124,a
108.44448938873573,366.97540091794457,a
97.01797354753576,374.4371302051554,a
115.4668070060257,333.85580425672606,a
104.18031898177591,415.4264469201232,a
78.25759495473874,383.78297453271847,a
114.59547254921262,341.95394643579823,a
152.73111056392406,366.2390831067736,a
88.79737976221011,352.4206881515919,a
147.9490089917668,299.41079819075014,a
121.98484487277724,311.1690979798452,a
153.80326630697118,375.82466239994807,a
171.11830324241666,324.32954705828445,a
132.9977259932495,309.3104650882106,a
222.08761629860524,304.94386825861864,a
171.06965660907878,325.4928967352437,a
150.03197493159053,287.2967794546744,a
160.58910203069044,298.691838811924,a
203.61291838548294,277.21222538018526,a
156.62720489410674,272.4114102822523,a
123.6779957855181,286.48447413768923,a
181.01463848377404,294.04527064282854,a
148.7808940540254,333.1211774906343,a
168.15926143259486,290.5873413801113,a
159.0074514587262,281.1746728345012,a
151.26057601166374,309.06781572728687,a
240.4896677981938,315.44950953805176,a
207.22947788577102,319.5731972296396,a
207.46896954638902,306.90544506049196,a
181.14571946684907,344.85629914264723,a
182.88368913193375,368.56965439652015,a
211.52541449043673,377.86607186834624,a
214.78929448868695,344.83956179307347,a
205.31132161560046,357.0575556126556,a
199.99884607293066,371.75965422303494,a
193.02643841015734,385.4193376347042,a
244.80667881469856,389.3335017037863,a
242.51137974066157,403.656804665802,a
221.3551700214989,425.5100068933098,a
231.42885538818265,369.1022677881198,a
258.20333027882026,453.74089411262844,a
244.9635040767312,408.9163016642966,a
228.24009128289183,417.92695475081507,a
250.63364557004448,386.8942675635775,a
220.23200464636912,462.9920803904848,a
262.64034779216377,389.24187181898185,a
198.38622171921827,422.8735512286595,a
240.03717951960235,397.3655981725142,a
243.30515438440105,389.41398005289903,a
207.0666069258099,339.7032383012988,a
208.9674313906207,338.63005406845775,a
221.24403792628183,333.6163081848902,a
184.52181209050053,307.61501556722703,a
195.33255512062908,314.25079202241994,a
180.75156071577337,338.73391359394213,a
203.59079256143957,362.0911898991378,a
219.75173019065772,374.43560966256086,a
222.2011747983239,373.9603351063628,a
237.08197030789785,390.64164554766006,a
219.95503061719458,381.691408654185,a
216.2760468803438,391.900057682194,a
314.3083860592794,409.3801478920098,a
255.21372733930102,405.658444200609,a
195.32355063740798,399.6230249282964,a
280.02752530353433,426.2713511022311,a
237.78974574301748,434.4367757067853,a
264.23418273222603,476.103568062243,a
187.94818846994622,390.83456372106804,a
258.81693046810346,412.6399770944512,a
270.5574445535331,326.5796824884503,a
268.4643650188874,368.3217199420932,a
234.42910253856044,374.511685520975,a
252.30030270885467,337.2411673160725,a
294.95562746761357,405.0420240523003,a
288.2372365539493,368.41975822101494,a
277.3394512151274,387.64300544543215,a
230.3454262639451,354.02786917505284,a
264.85365147505536,356.1394558999936,a
254.8637246176104,357.1757930062404,a
273.9648833454124,314.9763344621015,a
258.00249429787135,294.4269929376143,a
277.4703057762876,326.4994751222521,a
277.3399215944014,289.964739398029,a
189.0772085151612,288.40169164748306,a
238.88669994675533,296.24842127171263,a
281.96443707091703,289.5504964740337,a
283.5869870462371,314.98808338912755,a
246.77987467735787,263.4312780693532,a
246.03633180749844,295.9234223699629,a
283.5279124187349,264.45035731256235,a
243.87982609645096,220.0535752005443,a
234.81230875700084,243.52065279036043,a
278.3721921696128,229.96427036886524,a
259.74538017442285,210.22071315993787,a
230.37625399077825,183.1362823581715,a
276.96759587475464,188.69445478122822,a
296.70367861183337,215.87818828157782,a
247.99087429159962,197.94016361551786,a
252.062651764944,180.8075912705542,a
255.54014652118607,166.02825080712347,a
243.68224764153084,144.80965591264282,a
253.83631411524786,157.3082152992498,a
266.29657906085953,163.49720577236485,a
284.7539892000273,180.37251373173893,a
281.2337015524208,207.31502601947886,a
280.11136660967134,197.32951052198507,a
311.3514444353858,235.4877363566427,a
253.07819178662965,277.62547230765415,a
304.2915328006201,295.7953095170325,a
262.2546882574687,318.92695793517635,a
282.6236043348038,303.30748087046186,a
245.34854964149758,359.8576791691638,a
293.26792794989854,401.6044268973212,a
254.52275883644012,436.96376879497143,a
